STATE,CONSTITUENCY,CANDIDATE,PARTY,VOTES
UTTAR PRADESH,BUDHANA,PRAMOD TYAGI,SAMAJWADI PARTY,84580
UTTAR PRADESH,BUDHANA,SAEEDA BEGAM,BAHUJAN SAMAJ PARTY,30034
UTTAR PRADESH,BUDHANA,YOGRAJ SINGH,RASHTRIYA LOK DAL,23732
UTTAR PRADESH,BUDHANA,SHOBHA RAM,INDEPENDENT,699
UTTAR PRADESH,BUDHANA,MOHD. RASHEED KASSAR,INDEPENDENT,666
UTTAR PRADESH,BUDHANA,DINESH KUMAR,NIRBAL INDIAN SHOSHIT HAMARA AAM DAL,611
UTTAR PRADESH,BUDHANA,JAMEEL,NATIONAL LOKMAT PARTY,400
UTTAR PRADESH,BUDHANA,MANOJ,RASHTRIYA KISAN MAJDOOR PARTY,361
UTTAR PRADESH,BUDHANA,RIZWAN,INDEPENDENT,276
UTTAR PRADESH,BUDHANA,CH. RAJKUMAR BALIYAN,INDEPENDENT,222
UTTAR PRADESH,BUDHANA,SUMAT PAL KASHYAP,SHIVSENA,145
UTTAR PRADESH,BUDHANA,JAGAPAL,INDEPENDENT,136
UTTAR PRADESH,BUDHANA,ANIL,INDEPENDENT,106
UTTAR PRADESH,BUDHANA,MOHD. GULAFAM,INDEPENDENT,81
UTTAR PRADESH,BUDHANA,NONE OF THE ABOVE,NONE OF THE ABOVE,1286
UTTAR PRADESH,SHAMLI,TEJENDRA NIRWAL,BHARATIYA JANATA PARTY,70085
UTTAR PRADESH,SHAMLI,PANKAJ KUMAR MALIK,INDIAN NATIONAL CONGRESS,40365
UTTAR PRADESH,SHAMLI,BIJENDRA SINGH,RASHTRIYA LOK DAL,33551
UTTAR PRADESH,SHAMLI,MANISH KUMAR,INDEPENDENT,31824
UTTAR PRADESH,SHAMLI,MOHAMMAD ISLAM,BAHUJAN SAMAJ PARTY,17114
UTTAR PRADESH,SHAMLI,BILAL A,PEACE PARTY,820
UTTAR PRADESH,SHAMLI,SANJEEV KUMAR,INDEPENDENT,379
UTTAR PRADESH,SHAMLI,SANJEEV,INDEPENDENT,294
UTTAR PRADESH,SHAMLI,MOHD. GUFRAN KAZMI,INDEPENDENT,294
UTTAR PRADESH,SHAMLI,ARVIND KUMAR,BAHUJAN MUKTI PARTY,278
UTTAR PRADESH,SHAMLI,OMPAL,BHARAT JANTA DAL (TUGHLAQ),233
UTTAR PRADESH,SHAMLI,LOKENDRA KUMAR,INDEPENDENT,209
UTTAR PRADESH,SHAMLI,NONE OF THE ABOVE,NONE OF THE ABOVE,901
UTTAR PRADESH,THANA BHAWAN,SURESH KUMAR,BHARATIYA JANATA PARTY,90995
UTTAR PRADESH,THANA BHAWAN,ABDUL WARIS KHAN,BAHUJAN SAMAJ PARTY,74178
UTTAR PRADESH,THANA BHAWAN,JAVED RAO,RASHTRIYA LOK DAL,31275
UTTAR PRADESH,THANA BHAWAN,SUDHIR KUMAR,SAMAJWADI PARTY,13480
UTTAR PRADESH,THANA BHAWAN,MOHD NASIR,BAHUJAN MUKTI PARTY,561
UTTAR PRADESH,THANA BHAWAN,RAHAT ALI,INDEPENDENT,378
UTTAR PRADESH,THANA BHAWAN,SUNIL,INDEPENDENT,318
UTTAR PRADESH,THANA BHAWAN,SAHDEV,INDEPENDENT,225
UTTAR PRADESH,THANA BHAWAN,MANJU,INDEPENDENT,210
UTTAR PRADESH,THANA BHAWAN,PARVEZ ALI,INDEPENDENT,188
UTTAR PRADESH,THANA BHAWAN,NONE OF THE ABOVE,NONE OF THE ABOVE,883
UTTAR PRADESH,KAIRANA,NAHID HASAN,SAMAJWADI PARTY,98830
UTTAR PRADESH,KAIRANA,MRIGANKA SINGH,BHARATIYA JANATA PARTY,77668
UTTAR PRADESH,KAIRANA,ANIL KUMAR,RASHTRIYA LOK DAL,19992
UTTAR PRADESH,KAIRANA,DIWAKAR DESHWAL,BAHUJAN SAMAJ PARTY,6888
UTTAR PRADESH,KAIRANA,MASEEHULLA,ALL INDIA MAJLIS-E-ITTEHADUL MUSLIMEEN,1365
UTTAR PRADESH,KAIRANA,SARFARAJ KHAN,LOK DAL,1127
UTTAR PRADESH,KAIRANA,SETHPAL,INDEPENDENT,623
UTTAR PRADESH,KAIRANA,DHARMVEER,INDEPENDENT,545
UTTAR PRADESH,KAIRANA,VINOD KUMAR,INDEPENDENT,496
UTTAR PRADESH,KAIRANA,SAHENDRA PAL,BHARTIYA VANCHITSAMAJ PARTY,290
UTTAR PRADESH,KAIRANA,SANDEEP,BAHUJAN MUKTI PARTY,250
UTTAR PRADESH,KAIRANA,NONE OF THE ABOVE,NONE OF THE ABOVE,1060
UTTAR PRADESH,GANGOH,PRADEEP KUMAR,BHARATIYA JANATA PARTY,99446
UTTAR PRADESH,GANGOH,NAUMAN MASOOD,INDIAN NATIONAL CONGRESS,61418
UTTAR PRADESH,GANGOH,INDER SAIN,SAMAJWADI PARTY,47219
UTTAR PRADESH,GANGOH,MAHIPAL SINGH MAJRA,BAHUJAN SAMAJ PARTY,44717
UTTAR PRADESH,GANGOH,RAJNESH CHAUHAN,RASHTRIYA LOK DAL,1054
UTTAR PRADESH,GANGOH,YATENDERA,INDEPENDENT,609
UTTAR PRADESH,GANGOH,SATNAM SINGH,SARV SAMBHAAV PARTY,579
UTTAR PRADESH,GANGOH,KAWAR PAL,INDEPENDENT,526
UTTAR PRADESH,GANGOH,VIKAS KUMAR,INDEPENDENT,475
UTTAR PRADESH,GANGOH,SONU VERMA,BHARTIYA TARAK SAMAJ PARTY,364
UTTAR PRADESH,GANGOH,NONE OF THE ABOVE,NONE OF THE ABOVE,971
UTTAR PRADESH,RAMPUR MANIHARAN,DEVENDER KUMAR NIM,BHARATIYA JANATA PARTY,76465
UTTAR PRADESH,RAMPUR MANIHARAN,RAVINDRA KUMAR MOLHU,BAHUJAN SAMAJ PARTY,75870
UTTAR PRADESH,RAMPUR MANIHARAN,VISHVA DAYAL CHHOTAN,INDIAN NATIONAL CONGRESS,61787
UTTAR PRADESH,RAMPUR MANIHARAN,DAYAWATI CHAUDHRY,RASHTRIYA LOK DAL,696
UTTAR PRADESH,RAMPUR MANIHARAN,BIJENDRA,INDEPENDENT,689
UTTAR PRADESH,RAMPUR MANIHARAN,REKHA,INDEPENDENT,579
UTTAR PRADESH,RAMPUR MANIHARAN,ARVIND JHANJHOT,RASHTRIYA GARIB DAL,523
UTTAR PRADESH,RAMPUR MANIHARAN,SURESH KUMAR,BAHUJAN MUKTI PARTY,475
UTTAR PRADESH,RAMPUR MANIHARAN,ANJU BALA,BHARTIYA TARAK SAMAJ PARTY,391
UTTAR PRADESH,RAMPUR MANIHARAN,BABY,KISAN SHAKTI JANTANTRIK PARTY,256
UTTAR PRADESH,RAMPUR MANIHARAN,KM.LATA,INQALAB VIKAS DAL,244
UTTAR PRADESH,RAMPUR MANIHARAN,NONE OF THE ABOVE,NONE OF THE ABOVE,856
UTTAR PRADESH,DEOBAND,BRIJESH,BHARATIYA JANATA PARTY,102244
UTTAR PRADESH,DEOBAND,MAJID ALI,BAHUJAN SAMAJ PARTY,72844
UTTAR PRADESH,DEOBAND,MAVIA ALI,SAMAJWADI PARTY,55385
UTTAR PRADESH,DEOBAND,BHUPESHWAR TYAGI,RASHTRIYA LOK DAL,1132
UTTAR PRADESH,DEOBAND,DHARMAVIR,BAHUJAN MUKTI PARTY,651
UTTAR PRADESH,DEOBAND,RAKESH VERMA,BHARTIYA TARAK SAMAJ PARTY,598
UTTAR PRADESH,DEOBAND,UMAR NAWAZ,INDEPENDENT,415
UTTAR PRADESH,DEOBAND,ZAHIR FATMA,INDEPENDENT,239
UTTAR PRADESH,DEOBAND,NONE OF THE ABOVE,NONE OF THE ABOVE,798
UTTAR PRADESH,SAHARANPUR,MASOOD AKHTAR,INDIAN NATIONAL CONGRESS,87689
UTTAR PRADESH,SAHARANPUR,JAGPAL SINGH,BAHUJAN SAMAJ PARTY,75365
UTTAR PRADESH,SAHARANPUR,MANOJ CHAUDHARY,BHARATIYA JANATA PARTY,58752
UTTAR PRADESH,SAHARANPUR,SAAD ALI KHAN,INDEPENDENT,10950
UTTAR PRADESH,SAHARANPUR,AYYUB HASAN,RASHTRIYA LOK DAL,822
UTTAR PRADESH,SAHARANPUR,AMJAD ALI,LOK DAL,774
UTTAR PRADESH,SAHARANPUR,SHABNOOR BEGUM,INDEPENDENT,596
UTTAR PRADESH,SAHARANPUR,VIKRAM SAINI,INDEPENDENT,399
UTTAR PRADESH,SAHARANPUR,PARVESH KUMAR,INDEPENDENT,376
UTTAR PRADESH,SAHARANPUR,SULEMAN,BAHUJAN MUKTI PARTY,256
UTTAR PRADESH,SAHARANPUR,SACHIN KUMAR,BHARTIYA TARAK SAMAJ PARTY,220
UTTAR PRADESH,SAHARANPUR,BABLU,AMBEDKAR SAMAJ PARTY,155
UTTAR PRADESH,SAHARANPUR,NAUSHAD,JAN ADHIKAR PARTY,146
UTTAR PRADESH,SAHARANPUR,NONE OF THE ABOVE,NONE OF THE ABOVE,968
UTTAR PRADESH,SAHARANPUR NAGAR,SANJAY GARG,SAMAJWADI PARTY,127210
UTTAR PRADESH,SAHARANPUR NAGAR,RAJIV GUMBER,BHARATIYA JANATA PARTY,122574
UTTAR PRADESH,SAHARANPUR NAGAR,MUKESH DIXIT,BAHUJAN SAMAJ PARTY,17350
UTTAR PRADESH,SAHARANPUR NAGAR,BHOORA MALIK,RASHTRIYA LOK DAL,934
UTTAR PRADESH,SAHARANPUR NAGAR,TALAT KHAN,ALL INDIA MAJLIS-E-ITTEHADUL MUSLIMEEN,693
UTTAR PRADESH,SAHARANPUR NAGAR,SHABNAM,INDEPENDENT,594
UTTAR PRADESH,SAHARANPUR NAGAR,ZAINUL AABIDEEN SIDDIQUI,PROUTIST BLOC India, 494
UTTAR PRADESH,SAHARANPUR NAGAR,ROSHAN SINGH,INDEPENDENT,409
UTTAR PRADESH,SAHARANPUR NAGAR,BHARAT RAJ,BAHUJAN MUKTI PARTY,386
UTTAR PRADESH,SAHARANPUR NAGAR,SHIV KUMAR GUPTA,INDEPENDENT,286
UTTAR PRADESH,SAHARANPUR NAGAR,SHIV KUMAR,SWATANTRA JANTARAJ PARTY,265
UTTAR PRADESH,SAHARANPUR NAGAR,VINAY DHIMAN,OJASWI PARTY,255
UTTAR PRADESH,SAHARANPUR NAGAR,RAVINDER ARORA,SHIVSENA,223
UTTAR PRADESH,SAHARANPUR NAGAR,MOHD.MURSLEEN,INDEPENDENT,161
UTTAR PRADESH,SAHARANPUR NAGAR,NONE OF THE ABOVE,NONE OF THE ABOVE,675
UTTAR PRADESH,NAKUR,DR.DHARAM SINGH SAINI,BHARATIYA JANATA PARTY,94375
UTTAR PRADESH,NAKUR,IMRAN MASOOD,INDIAN NATIONAL CONGRESS,90318
UTTAR PRADESH,NAKUR,NAVEEN CHOUDHARY,BAHUJAN SAMAJ PARTY,65328
UTTAR PRADESH,NAKUR,KAMAL GARG,INDEPENDENT,944
UTTAR PRADESH,NAKUR,VIJAYPAL SINGH,INDEPENDENT,814
UTTAR PRADESH,NAKUR,RAJPAL SINGH,INDEPENDENT,813
UTTAR PRADESH,NAKUR,RAMKUMAR,RASHTRIYA LOK DAL,783
UTTAR PRADESH,NAKUR,PARVESH KUMAR,AMBEDKAR SAMAJ PARTY,295
UTTAR PRADESH,NAKUR,RAJIV SAINI,BAHUJAN MUKTI PARTY,245
UTTAR PRADESH,NAKUR,INDU,INDEPENDENT,245
UTTAR PRADESH,NAKUR,ARVIND,INDEPENDENT,140
UTTAR PRADESH,NAKUR,NONE OF THE ABOVE,NONE OF THE ABOVE,1232
UTTAR PRADESH,BEHAT,NARESH SAINI,INDIAN NATIONAL CONGRESS,97035
UTTAR PRADESH,BEHAT,MAHAVEER SINGH RANA,BHARATIYA JANATA PARTY,71449
UTTAR PRADESH,BEHAT,MOHD. IQBAL,BAHUJAN SAMAJ PARTY,71019
UTTAR PRADESH,BEHAT,RANA ADITYA PRATAP SINGH,INDEPENDENT,4187
UTTAR PRADESH,BEHAT,KAMRAN ALI,BHARTI SAMUDAYA PARTY,1255
UTTAR PRADESH,BEHAT,ARUN,RASHTRIYA LOK DAL,1150
UTTAR PRADESH,BEHAT,HARDHYAN,INDEPENDENT,1113
UTTAR PRADESH,BEHAT,GOPAL SINGH,INDEPENDENT,945
UTTAR PRADESH,BEHAT,KRISHNA KUMAR,INDEPENDENT,810
UTTAR PRADESH,BEHAT,KALYAN SINGH,INDEPENDENT,659
UTTAR PRADESH,BEHAT,LOKESH VERMA,BHARTIYA TARAK SAMAJ PARTY,617
UTTAR PRADESH,BEHAT,SAKEEM KHAN,BAHUJAN MUKTI PARTY,425
UTTAR PRADESH,BEHAT,KARM SINGH,INDEPENDENT,319
UTTAR PRADESH,BEHAT,NONE OF THE ABOVE,NONE OF THE ABOVE,1576
PUNJAB,SAMANA,RAJINDER SINGH,INDIAN NATIONAL CONGRESS,62551
PUNJAB,SAMANA,SURJIT SINGH RAKHRA,SHIROMANI AKALI DAL,52702
PUNJAB,SAMANA,JAGTAR SINGH RAJLA,AAM AADMI PARTY,28884
PUNJAB,SAMANA,RAJINDER SINGH,SHIROMANI AKALI DAL (AMRITSAR)(SIMRANJIT SINGH MANN),1854
PUNJAB,SAMANA,DAVINDER SINGH DHIMAN,BAHUJAN SAMAJ PARTY,1084
PUNJAB,SAMANA,AJAIB SINGH BATHOI,INDEPENDENT,501
PUNJAB,SAMANA,RAJINDER SINGH,INDEPENDENT,348
PUNJAB,SAMANA,JASPAL SINGH,INDEPENDENT,250
PUNJAB,SAMANA,NONE OF THE ABOVE,NONE OF THE ABOVE,1052
PUNJAB,PATIALA,AMARINDER SINGH,INDIAN NATIONAL CONGRESS,72586
PUNJAB,PATIALA,DR.BALBIR SINGH,AAM AADMI PARTY,20179
PUNJAB,PATIALA,JOGINDER JASWANT SINGH,SHIROMANI AKALI DAL,11677
PUNJAB,PATIALA,KSHAMA KANT PANDEY,HINDUSTAN SHAKTI SENA,291
PUNJAB,PATIALA,SARBJIT SINGH,INDEPENDENT,248
PUNJAB,PATIALA,AKSHNINDER SINGH,AAPNA PUNJAB PARTY,227
PUNJAB,PATIALA,NONE OF THE ABOVE,NONE OF THE ABOVE,1090
PUNJAB,SANOUR,HARINDER PAL SINGH CHANDUMAJRA,SHIROMANI AKALI DAL,58867
PUNJAB,SANOUR,HARINDER PAL SINGH MANN,INDIAN NATIONAL CONGRESS,53997
PUNJAB,SANOUR,KULDEEP KAUR TOHRA,AAM AADMI PARTY,33179
PUNJAB,SANOUR,HARMEET SINGH PATHAN MAJRA,INDEPENDENT,11687
PUNJAB,SANOUR,MOHAN LAL,INDEPENDENT,1018
PUNJAB,SANOUR,RAJINDER SINGH PAWAR,INDEPENDENT,835
PUNJAB,SANOUR,GURPINDER SINGH CHHINA,BAHUJAN SAMAJ PARTY,701
PUNJAB,SANOUR,LAKHWINDER SINGH SANAUR,INDEPENDENT,650
PUNJAB,SANOUR,PURAN CHAND VARTIA,INDEPENDENT,468
PUNJAB,SANOUR,BHUPINDER SINGH MASSINGAN,SHIROMANI AKALI DAL (AMRITSAR)(SIMRANJIT SINGH MANN),403
PUNJAB,SANOUR,KULDIP KAUR,INDEPENDENT,360
PUNJAB,SANOUR,RAJINDER SINGH,SHIVSENA,358
PUNJAB,SANOUR,TARSEM SINGH KHATKAR,INDEPENDENT,339
PUNJAB,SANOUR,RAMESH SINGH,COMMUNIST PARTY OF INDIA (MARXIST),317
PUNJAB,SANOUR,GURPREET SINGH,INDEPENDENT,317
PUNJAB,SANOUR,KULWANT KAUR BHUNERHERI,INDEPENDENT,185
PUNJAB,SANOUR,GURVINDER SINGH,INDEPENDENT,181
PUNJAB,SANOUR,GURMAIL SINGH,BAHUJAN MUKTI PARTY,160
PUNJAB,SANOUR,NONE OF THE ABOVE,NONE OF THE ABOVE,769
PUNJAB,GHANAUR,THEKEDAR MADAN LAL JALALPUR,INDIAN NATIONAL CONGRESS,65965
PUNJAB,GHANAUR,HARPREET KAUR MUKHMAILPUR,SHIROMANI AKALI DAL,29408
PUNJAB,GHANAUR,ANU RANDHAWA,AAM AADMI PARTY,23188
PUNJAB,GHANAUR,ANUPINDER KAUR SANDHU,INDEPENDENT,2833
PUNJAB,GHANAUR,JAGJEET SINGH,BAHUJAN SAMAJ PARTY,1275
PUNJAB,GHANAUR,GURSEWAK SINGH,DEMOCRATIC SWARAJ PARTY,1131
PUNJAB,GHANAUR,BALJIT SINGH,JAI JAWAN JAI KISAN PARTY,462
PUNJAB,GHANAUR,SURINDER KAUR,INDEPENDENT,388
PUNJAB,GHANAUR,NONE OF THE ABOVE,NONE OF THE ABOVE,829
PUNJAB,DERA BASSI,NARINDER KUMAR SHARMA,SHIROMANI AKALI DAL,70792
PUNJAB,DERA BASSI,DEEPINDER SINGH,INDIAN NATIONAL CONGRESS,68871
PUNJAB,DERA BASSI,SARABJIT KAUR,AAM AADMI PARTY,33150
PUNJAB,DERA BASSI,GURMEET SINGH,BAHUJAN SAMAJ PARTY,1268
PUNJAB,DERA BASSI,DHARMINDER KUMAR,SHIVSENA,892
PUNJAB,DERA BASSI,AMRIK SINGH,AAPNA PUNJAB PARTY,562
PUNJAB,DERA BASSI,VINOD KUMAR SHARMA,INDEPENDENT,473
PUNJAB,DERA BASSI,MANJU KAUSHAL,SAMAJ ADHIKAR KALYAN PARTY,449
PUNJAB,DERA BASSI,MAAN SINGH,INDEPENDENT,338
PUNJAB,DERA BASSI,NONE OF THE ABOVE,NONE OF THE ABOVE,1345
PUNJAB,RAJPURA,HARDIAL SINGH KAMBOJ,INDIAN NATIONAL CONGRESS,59107
PUNJAB,RAJPURA,ASHUTOSH JOSHI,AAM AADMI PARTY,26542
PUNJAB,RAJPURA,HARJIT SINGH GREWAL,BHARATIYA JANATA PARTY,19151
PUNJAB,RAJPURA,JAGDISH KUMAR,INDEPENDENT,15073
PUNJAB,RAJPURA,NIRMALJIT SINGH,INDEPENDENT,3939
PUNJAB,RAJPURA,RAVINDER JAIN,BAHUJAN SAMAJ PARTY,1126
PUNJAB,RAJPURA,SOBHA SINGH,SHIROMANI AKALI DAL (AMRITSAR)(SIMRANJIT SINGH MANN),684
PUNJAB,RAJPURA,MAHESH KUMAR,INDEPENDENT,443
PUNJAB,RAJPURA,DALBIR SINGH,INDEPENDENT,429
PUNJAB,RAJPURA,RAJINDER KUMAR,AAPNA PUNJAB PARTY,282
PUNJAB,RAJPURA,SHER SINGH,JAI JAWAN JAI KISAN PARTY,271
PUNJAB,RAJPURA,NONE OF THE ABOVE,NONE OF THE ABOVE,1026
PUNJAB,PATIALA RURAL,BRAHM MOHINDRA,INDIAN NATIONAL CONGRESS,68891
PUNJAB,PATIALA RURAL,KARANVIR SINGH TIWANA,AAM AADMI PARTY,41662
PUNJAB,PATIALA RURAL,SATBIR SINGH KHATRA,SHIROMANI AKALI DAL,30784
PUNJAB,PATIALA RURAL,UTTAM SINGH BAGRI,COMMUNIST PARTY OF INDIA,1125
PUNJAB,PATIALA RURAL,SUKH LAL,BAHUJAN SAMAJ PARTY,1119
PUNJAB,PATIALA RURAL,SHAMINDER KAUR,AAPNA PUNJAB PARTY,388
PUNJAB,PATIALA RURAL,JASVIR KAUR,INDEPENDENT,297
PUNJAB,PATIALA RURAL,RESHAM KAHLON,INDEPENDENT,280
PUNJAB,PATIALA RURAL,JASBIR SINGH,INDEPENDENT,273
PUNJAB,PATIALA RURAL,RANJIT KAUR,BHARATIYA GAON TAJ DAL,245
PUNJAB,PATIALA RURAL,SHANKAR BHARADWAJ,SHIVSENA,234
PUNJAB,PATIALA RURAL,BHARATDEEP THAKUR,HINDUSTAN SHAKTI SENA,206
PUNJAB,PATIALA RURAL,SOHAN LAL SHARMA,SAMAJ ADHIKAR KALYAN PARTY,155
PUNJAB,PATIALA RURAL,NONE OF THE ABOVE,NONE OF THE ABOVE,1009
PUNJAB,NABHA,SADHU SINGH,INDIAN NATIONAL CONGRESS,60861
PUNJAB,NABHA,GURDEV SINGH DEV MANN,AAM AADMI PARTY,41866
PUNJAB,NABHA,KABIR DASS,SHIROMANI AKALI DAL,32482
PUNJAB,NABHA,JEET RAM,INDEPENDENT,2689
PUNJAB,NABHA,KASHMIR SINGH,COMMUNIST PARTY OF INDIA,1409
PUNJAB,NABHA,JAGTAR SINGH,BAHUJAN SAMAJ PARTY,716
PUNJAB,NABHA,JARNAIL SINGH,AAPNA PUNJAB PARTY,612
PUNJAB,NABHA,RANJIT KAUR THUHI,INDEPENDENT,517
PUNJAB,NABHA,NONE OF THE ABOVE,NONE OF THE ABOVE,1280
PUNJAB,SANGRUR,VIJAY INDER SINGLA,INDIAN NATIONAL CONGRESS,67310
PUNJAB,SANGRUR,DINESH BANSAL,AAM AADMI PARTY,36498
PUNJAB,SANGRUR,PARKASH CHAND GARG,SHIROMANI AKALI DAL,34510
PUNJAB,SANGRUR,GURNAIB SINGH,SHIROMANI AKALI DAL (AMRITSAR)(SIMRANJIT SINGH MANN),1863
PUNJAB,SANGRUR,ATMA SINGH,BAHUJAN SAMAJ PARTY,939
PUNJAB,SANGRUR,MANJEET KAUR,INDEPENDENT,492
PUNJAB,SANGRUR,PARMINDER KAUR,AAPNA PUNJAB PARTY,401
PUNJAB,SANGRUR,NONE OF THE ABOVE,NONE OF THE ABOVE,768
PUNJAB,DHURI,DALVIR SINGH GOLDY,INDIAN NATIONAL CONGRESS,49347
PUNJAB,DHURI,JASVIR SINGH JASSI SEKHON,AAM AADMI PARTY,46536
PUNJAB,DHURI,HARI SINGH,SHIROMANI AKALI DAL,28611
PUNJAB,DHURI,SURJIT SINGH KALABULA,SHIROMANI AKALI DAL (AMRITSAR)(SIMRANJIT SINGH MANN),1405
PUNJAB,DHURI,BHOLA SINGH,BAHUJAN SAMAJ PARTY,1390
PUNJAB,DHURI,TARSEM KUMAR,INDEPENDENT,474
PUNJAB,DHURI,NONE OF THE ABOVE,NONE OF THE ABOVE,662
PUNJAB,AMARGARH,SURJIT SINGH DHIMAN,INDIAN NATIONAL CONGRESS,50994
PUNJAB,AMARGARH,IQBAL SINGH JHUNDAN,SHIROMANI AKALI DAL,39115
PUNJAB,AMARGARH,PROF. JASWANT SINGH GAJJANMAJRA,LOK INSAAF PARTY,36063
PUNJAB,AMARGARH,PRITAM SINGH,COMMUNIST PARTY OF INDIA,696
PUNJAB,AMARGARH,DEVINDER KAUR CHAUNDA,INDEPENDENT,637
PUNJAB,AMARGARH,GURDARSHAN SINGH,DEMOCRATIC SWARAJ PARTY,600
PUNJAB,AMARGARH,KARNAIL SINGH,SHIROMANI AKALI DAL (AMRITSAR)(SIMRANJIT SINGH MANN),600
PUNJAB,AMARGARH,MANJINDER SINGH,INDEPENDENT,578
PUNJAB,AMARGARH,TARSEM SINGH,BAHUJAN SAMAJ PARTY,534
PUNJAB,AMARGARH,KULWANT SINGH MOHALI,INDEPENDENT,349
PUNJAB,AMARGARH,HAPRINDER SINGH,INDEPENDENT,286
PUNJAB,AMARGARH,AMAR SINGH,INDEPENDENT,251
PUNJAB,AMARGARH,NONE OF THE ABOVE,NONE OF THE ABOVE,850
PUNJAB,MALERKOTLA,RAZIA SULTANA,INDIAN NATIONAL CONGRESS,58982
PUNJAB,MALERKOTLA,MOHAMMAD OWAIS,SHIROMANI AKALI DAL,46280
PUNJAB,MALERKOTLA,MOHAMAD ARSHAD,AAM AADMI PARTY,17635
PUNJAB,MALERKOTLA,SHAMSHAD ALI,BAHUJAN SAMAJ PARTY,665
PUNJAB,MALERKOTLA,MAHMOOD AHMED THIND,INDIAN UNION MUSLIM LEAGUE,524
PUNJAB,MALERKOTLA,DHARMINDER SINGH,INDEPENDENT,307
PUNJAB,MALERKOTLA,TANVEER AHMED,INDEPENDENT,302
PUNJAB,MALERKOTLA,PARVEEN NUSRAT,ALL INDIA TRINAMOOL CONGRESS,297
PUNJAB,MALERKOTLA,SAIFUL ISLAM,INDEPENDENT,267
PUNJAB,MALERKOTLA,MOHD MUKARRAM SAIFY,INDEPENDENT,203
PUNJAB,MALERKOTLA,MAKSOOD UL HAK,NATIONALIST CONGRESS PARTY,190
PUNJAB,MALERKOTLA,NONE OF THE ABOVE,NONE OF THE ABOVE,603
PUNJAB,MEHAL KALAN,KULWANT SINGH PANDORI,AAM AADMI PARTY,57551
PUNJAB,MEHAL KALAN,AJIT SINGH SHANT,SHIROMANI AKALI DAL,30487
PUNJAB,MEHAL KALAN,HARCHAND KAUR,INDIAN NATIONAL CONGRESS,25688
PUNJAB,MEHAL KALAN,MAKHAN SINGH,BAHUJAN SAMAJ PARTY,4922
PUNJAB,MEHAL KALAN,GOBIND SINGH,INDEPENDENT,3183
PUNJAB,MEHAL KALAN,KHUSIA SINGH,COMMUNIST PARTY OF INDIA,1177
PUNJAB,MEHAL KALAN,GURMAIL SINGH,INDEPENDENT,892
PUNJAB,MEHAL KALAN,DARBARA SINGH,INDEPENDENT,341
PUNJAB,MEHAL KALAN,GURMIT SINGH,AAPNA PUNJAB PARTY,306
PUNJAB,MEHAL KALAN,SARABJIT SINGH,BAHUJAN MUKTI PARTY,236
PUNJAB,MEHAL KALAN,NONE OF THE ABOVE,NONE OF THE ABOVE,924
PUNJAB,BARNALA,GURMEET SINGH MEET HAHER,AAM AADMI PARTY,47606
PUNJAB,BARNALA,KEWAL SINGH DHILLON,INDIAN NATIONAL CONGRESS,45174
PUNJAB,BARNALA,SURINDER PAL SINGH SIBIA,SHIROMANI AKALI DAL,31111
PUNJAB,BARNALA,SIMRANJIT SINGH MANN,SHIROMANI AKALI DAL (AMRITSAR)(SIMRANJIT SINGH MANN),5061
PUNJAB,BARNALA,PARAMJIT KAUR,BAHUJAN SAMAJ PARTY,2369
PUNJAB,BARNALA,GURKIMAT SINGH,ALL INDIA TRINAMOOL CONGRESS,941
PUNJAB,BARNALA,MAHINDER SINGH,INDEPENDENT,411
PUNJAB,BARNALA,JASPAL SINGH,BAHUJAN MUKTI PARTY,336
PUNJAB,BARNALA,RAJ KUMAR,INQALAB VIKAS DAL,254
PUNJAB,BARNALA,NONE OF THE ABOVE,NONE OF THE ABOVE,889
PUNJAB,BHADAUR,PIRMAL SINGH DHAULA,AAM AADMI PARTY,57095
PUNJAB,BHADAUR,SANT BALVIR SINGH GHUNAS,SHIROMANI AKALI DAL,36311
PUNJAB,BHADAUR,JOGINDER SINGH,INDIAN NATIONAL CONGRESS,26615
PUNJAB,BHADAUR,PARAMJIT SINGH,SHIROMANI AKALI DAL (AMRITSAR)(SIMRANJIT SINGH MANN),2095
PUNJAB,BHADAUR,BAGGA SINGH,INDEPENDENT,1187
PUNJAB,BHADAUR,KARAMJIT SINGH,BAHUJAN SAMAJ PARTY,941
PUNJAB,BHADAUR,SAVARAN SINGH,COMMUNIST PARTY OF INDIA (MARXIST-LENINIST) (LIBERATION),628
PUNJAB,BHADAUR,RAJINDER KAUR MEEMSA,INDEPENDENT,527
PUNJAB,BHADAUR,GORA SINGH,INDEPENDENT,468
PUNJAB,BHADAUR,JAGDEEP SINGH,COMMUNIST PARTY OF INDIA (MARXIST-LENINIST) RED STAR,376
PUNJAB,BHADAUR,GURMIT SINGH,AAPNA PUNJAB PARTY,219
PUNJAB,BHADAUR,NONE OF THE ABOVE,NONE OF THE ABOVE,836
PUNJAB,SUNAM,AMAN ARORA,AAM AADMI PARTY,72815
PUNJAB,SUNAM,GOBIND SINGH LONGOWAL,SHIROMANI AKALI DAL,42508
PUNJAB,SUNAM,DAAMAN THIND BAJWA,INDIAN NATIONAL CONGRESS,30518
PUNJAB,SUNAM,RAJINDER DEEPA,INDEPENDENT,3237
